Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	End Date	End Clock Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Species	Signal Type	annotator
1896	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146010.496700048	146011.018699884	2024/8/26  17:10:22.4967	2024/8/26	17:10:23.0187	0.522	8120.301	14436.09	10312.5	Delphinidae	whistles	SA
1897	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146014.397000074	146015.117000103	2024/8/26  17:10:26.3970	2024/8/26	17:10:27.1170	0.72	7368.421	20526.316	10312.5	Delphinidae	whistles	SA
1898	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146016.120500088	146016.867500067	2024/8/26  17:10:28.1205	2024/8/26	17:10:28.8675	0.747	9548.872	18571.429	10312.5	Delphinidae	whistles	SA
1899	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146018.492500067	146019.320499897	2024/8/26  17:10:30.4925	2024/8/26	17:10:31.3205	0.828	7894.737	18646.617	10312.5	Delphinidae	whistles	SA
1900	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146026.357700109	146029.575200081	2024/8/26  17:10:38.3577	2024/8/26	17:10:41.5752	3.2175	6917.293	22255.639	7031.25	Delphinidae	whistles	SA
1901	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146035.168100119	146035.798099995	2024/8/26  17:10:47.1681	2024/8/26	17:10:47.7981	0.63	8646.617	17443.609	10312.5	Delphinidae	whistles	SA
1902	CESCAB_20240826_171022.flac	CESCAB_20240826_171022.flac	146037.957799911	146039.091799974	2024/8/26  17:10:49.9578	2024/8/26	17:10:51.0918	1.134	7894.737	21278.195	10312.5	Delphinidae	whistles	SA
1903	CESCAB_20240826_171752.flac	CESCAB_20240826_171752.flac	146068.100899935	146069.090899944	2024/8/26  17:18:20.1009	2024/8/26	17:18:21.0909	0.99	6766.917	12481.203	9843.75	Delphinidae	whistles	SA
1904	CESCAB_20240826_172522.flac	CESCAB_20240826_172522.flac	146072.218400002	146072.645900011	2024/8/26  17:25:24.2184	2024/8/26	17:25:24.6459	0.4275	8120.301	16992.481	9843.75	Delphinidae	whistles	SA
1905	CESCAB_20240826_172522.flac	CESCAB_20240826_172522.flac	146073.64109993	146074.33859992	2024/8/26  17:25:25.6411	2024/8/26	17:25:26.3386	0.6975	11203.008	20300.752	11718.75	Delphinidae	whistles	SA
1906	CESCAB_20240826_172522.flac	CESCAB_20240826_172522.flac	146077.535300016	146078.219300032	2024/8/26  17:25:29.5353	2024/8/26	17:25:30.2193	0.684	4586.466	11729.323	11718.75	Delphinidae	whistles	SA
1907	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146105.391000032	146105.854500055	2024/8/26  17:32:57.3910	2024/8/26	17:32:57.8545	0.4635	2781.955	12631.579	2812.5	Delphinidae	whistles	SA
1908	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146106.711400032	146109.069400072	2024/8/26  17:32:58.7114	2024/8/26	17:33:01.0694	2.358	3533.835	13684.211	4218.75	Delphinidae	whistles	SA
1909	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146111.681400061	146112.648900032	2024/8/26  17:33:03.6814	2024/8/26	17:33:04.6489	0.9675	3609.023	11503.759	3750	Delphinidae	whistles	SA
1910	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146117.397500038	146118.000499964	2024/8/26  17:33:09.3975	2024/8/26	17:33:10.0005	0.603	5488.722	11578.947	7031.25	Delphinidae	whistles	SA
1911	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146119.08949995	146120.772500038	2024/8/26  17:33:11.0895	2024/8/26	17:33:12.7725	1.683	3082.707	14285.714	4218.75	Delphinidae	whistles	SA
1912	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146123.935499907	146124.894000053	2024/8/26  17:33:15.9355	2024/8/26	17:33:16.8940	0.9585	6766.917	12556.391	7031.25	Delphinidae	whistles	SA
1913	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146125.795000076	146126.631999969	2024/8/26  17:33:17.7950	2024/8/26	17:33:18.6320	0.837	8496.241	16691.729	9375	Delphinidae	whistles	SA
1914	CESCAB_20240826_173252.flac	CESCAB_20240826_173252.flac	146129.650899887	146129.974900007	2024/8/26  17:33:21.6509	2024/8/26	17:33:21.9749	0.324	9172.932	15639.098	9375	Delphinidae	whistles	SA
1915	CESCAB_20240826_174752.flac	CESCAB_20240826_174752.flac	146175.823899984	146176.516900063	2024/8/26  17:48:07.8239	2024/8/26	17:48:08.5169	0.693	7969.925	16466.165	10781.25	Delphinidae	whistles	SA
1916	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146250.511899948	146251.330899954	2024/8/26  18:10:22.5119	2024/8/26	18:10:23.3309	0.819	3609.023	21654.135	8906.25	Delphinidae	whistles	SA
1917	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146252.055399895	146253.024199963	2024/8/26  18:10:24.0554	2024/8/26	18:10:25.0242	0.9688	6616.541	21879.699	7500	Delphinidae	whistles	SA
1918	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146254.851200104	146256.030200005	2024/8/26  18:10:26.8512	2024/8/26	18:10:28.0302	1.179	5037.594	19323.308	7500	Delphinidae	whistles	SA
1919	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146261.558300018	146262.557300091	2024/8/26  18:10:33.5583	2024/8/26	18:10:34.5573	0.999	5939.85	21127.82	7500	Delphinidae	whistles	SA
1920	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146268.218100071	146269.122600079	2024/8/26  18:10:40.2181	2024/8/26	18:10:41.1226	0.9045	7293.233	19398.496	7500	Delphinidae	whistles	SA
1921	CESCAB_20240826_181022.flac	CESCAB_20240826_181022.flac	146270.732199907	146271.344199896	2024/8/26  18:10:42.7322	2024/8/26	18:10:43.3442	0.612	10902.256	15639.098	14531.25	Delphinidae	whistles	SA
1922	CESCAB_20240826_181752.flac	CESCAB_20240826_181752.flac	146280.583800077	146281.191299915	2024/8/26  18:17:52.5838	2024/8/26	18:17:53.1913	0.6075	8120.301	15864.662	8437.5	Delphinidae	whistles	SA
1923	CESCAB_20240826_181752.flac	CESCAB_20240826_181752.flac	146281.591799974	146282.347800016	2024/8/26  18:17:53.5918	2024/8/26	18:17:54.3478	0.756	10075.188	21954.887	21093.75	Delphinidae	whistles	SA
1924	CESCAB_20240826_182522.flac	CESCAB_20240826_182522.flac	146312.29399991	146313.306499958	2024/8/26  18:25:24.2940	2024/8/26	18:25:25.3065	1.0125	7744.361	14360.902	11250	Delphinidae	whistles	SA
1925	CESCAB_20240826_182522.flac	CESCAB_20240826_182522.flac	146321.970299959	146323.12680006	2024/8/26  18:25:33.9703	2024/8/26	18:25:35.1268	1.1565	7142.857	20676.692	12187.5	Delphinidae	whistles	SA
1926	CESCAB_20240826_182522.flac	CESCAB_20240826_182522.flac	146323.58130002	146324.017800093	2024/8/26  18:25:35.5813	2024/8/26	18:25:36.0178	0.4365	4360.902	11503.759	4687.5	Delphinidae	whistles	SA
1927	CESCAB_20240826_194022.flac	CESCAB_20240826_194022.flac	146610.05250001	146610.475500107	2024/8/26  19:40:22.0525	2024/8/26	19:40:22.4755	0.423	5112.782	13157.895	8437.5	Delphinidae	whistles	SA
1928	CESCAB_20240826_194022.flac	CESCAB_20240826_194022.flac	146617.321000099	146618.297499895	2024/8/26  19:40:29.3210	2024/8/26	19:40:30.2975	0.9765	9172.932	18947.368	9375	Delphinidae	whistles	SA
1929	CESCAB_20240826_194022.flac	CESCAB_20240826_194022.flac	146628.640300035	146629.927299976	2024/8/26  19:40:40.6403	2024/8/26	19:40:41.9273	1.287	8270.677	15488.722	9375	Delphinidae	whistles	SA
1930	CESCAB_20240826_194022.flac	CESCAB_20240826_194022.flac	146634.449800014	146635.691800117	2024/8/26  19:40:46.4498	2024/8/26	19:40:47.6918	1.242	5864.662	19248.12	9375	Delphinidae	whistles	SA
1931	CESCAB_20240826_195522.flac	CESCAB_20240826_195522.flac	146683.964999914	146684.612999916	2024/8/26  19:55:35.9650	2024/8/26	19:55:36.6130	0.648	4962.406	17518.797	8437.5	Delphinidae	whistles	SA
1932	CESCAB_20240826_201022.flac	CESCAB_20240826_201022.flac	146734.613800049	146735.347300053	2024/8/26  20:10:26.6138	2024/8/26	20:10:27.3473	0.7335	6315.789	15864.662	11250	Delphinidae	whistles	SA
1933	CESCAB_20240826_201022.flac	CESCAB_20240826_201022.flac	146751.411000013	146752.108500004	2024/8/26  20:10:43.4110	2024/8/26	20:10:44.1085	0.6975	7293.233	15338.346	11250	Delphinidae	whistles	SA
1934	CESCAB_20240826_204022.flac	CESCAB_20240826_204022.flac	146850.037499905	146850.523499966	2024/8/26  20:40:22.0375	2024/8/26	20:40:22.5235	0.486	5187.97	17744.361	6093.75	Delphinidae	whistles	SA
1935	CESCAB_20240826_204022.flac	CESCAB_20240826_204022.flac	146869.28399992	146869.868999958	2024/8/26  20:40:41.2840	2024/8/26	20:40:41.8690	0.585	9097.744	14135.338	10781.25	Delphinidae	whistles	SA
1936	CESCAB_20240826_204022.flac	CESCAB_20240826_204022.flac	146872.903899908	146873.84890008	2024/8/26  20:40:44.9039	2024/8/26	20:40:45.8489	0.945	5037.594	15639.098	6093.75	Delphinidae	whistles	SA
1937	CESCAB_20240826_204022.flac	CESCAB_20240826_204022.flac	146875.806499958	146876.904500008	2024/8/26  20:40:47.8065	2024/8/26	20:40:48.9045	1.098	5187.97	22781.955	5625	Delphinidae	whistles	SA
1938	CESCAB_20240826_204022.flac	CESCAB_20240826_204022.flac	146879.307600021	146879.987099886	2024/8/26  20:40:51.3076	2024/8/26	20:40:51.9871	0.6795	7293.233	19548.872	7500	Delphinidae	whistles	SA
1939	CESCAB_20240826_205522.flac	CESCAB_20240826_205522.flac	146931.069000006	146931.604500055	2024/8/26  20:55:43.0690	2024/8/26	20:55:43.6045	0.5355	6165.414	17443.609	13125	Delphinidae	whistles	SA
1940	CESCAB_20240826_205522.flac	CESCAB_20240826_205522.flac	146936.419500113	146936.959500074	2024/8/26  20:55:48.4195	2024/8/26	20:55:48.9595	0.54	8947.368	14887.218	13125	Delphinidae	whistles	SA
1941	CESCAB_20240826_205522.flac	CESCAB_20240826_205522.flac	146938.624500036	146939.524499893	2024/8/26  20:55:50.6245	2024/8/26	20:55:51.5245	0.9	5639.098	15639.098	11250	Delphinidae	whistles	SA
1942	CESCAB_20240826_212522.flac	CESCAB_20240826_212522.flac	147053.872600079	147054.84010005	2024/8/26  21:25:45.8726	2024/8/26	21:25:46.8401	0.9675	8721.805	15789.474	14531.25	Delphinidae	whistles	SA
1943	CESCAB_20240826_212522.flac	CESCAB_20240826_212522.flac	147056.274399996	147057.053999901	2024/8/26  21:25:48.2744	2024/8/26	21:25:49.0540	0.7796	7593.985	15263.158	7968.75	Delphinidae	whistles	SA
1944	CESCAB_20240826_215522.flac	CESCAB_20240826_215522.flac	147158.012200117	147158.953999996	2024/8/26  21:55:30.0122	2024/8/26	21:55:30.9540	0.9418	5639.098	18947.368	18750	Delphinidae	whistles	SA
1945	CESCAB_20240826_220252.flac	CESCAB_20240826_220252.flac	147196.982800007	147197.765500069	2024/8/26  22:03:08.9828	2024/8/26	22:03:09.7655	0.7827	7067.669	19172.932	14062.5	Delphinidae	whistles	SA
1946	CESCAB_20240826_222522.flac	CESCAB_20240826_222522.flac	147273.214099884	147273.987299919	2024/8/26  22:25:25.2141	2024/8/26	22:25:25.9873	0.7732	5112.782	14511.278	12187.5	Delphinidae	whistles	SA
1947	CESCAB_20240826_225522.flac	CESCAB_20240826_225522.flac	147414.134599924	147414.529099941	2024/8/26  22:55:46.1346	2024/8/26	22:55:46.5291	0.3945	7593.985	12932.331	8437.5	Delphinidae	whistles	SA
1948	CESCAB_20240826_230252.flac	CESCAB_20240826_230252.flac	147420.320300102	147421.211299896	2024/8/26  23:02:52.3203	2024/8/26	23:02:53.2113	0.891	8571.429	18421.053	12656.25	Delphinidae	whistles	SA
1949	CESCAB_20240826_230252.flac	CESCAB_20240826_230252.flac	147446.291699886	147447.080800056	2024/8/26  23:03:18.2917	2024/8/26	23:03:19.0808	0.7891	8646.617	19398.496	12187.5	Delphinidae	whistles	SA
1950	CESCAB_20240826_231752.flac	CESCAB_20240826_231752.flac	147494.669399977	147495.751199961	2024/8/26  23:18:06.6694	2024/8/26	23:18:07.7512	1.0818	7142.857	17518.797	10312.5	Delphinidae	whistles	SA
1951	CESCAB_20240826_231752.flac	CESCAB_20240826_231752.flac	147504.90260005	147506.022700071	2024/8/26  23:18:16.9026	2024/8/26	23:18:18.0227	1.1201	7067.669	15789.474	10312.5	Delphinidae	whistles	SA
1952	CESCAB_20240826_234752.flac	CESCAB_20240826_234752.flac	147608.972599983	147609.612200022	2024/8/26  23:48:00.9726	2024/8/26	23:48:01.6122	0.6396	7819.549	14736.842	14531.25	Delphinidae	whistles	SA
1953	CESCAB_20240826_234752.flac	CESCAB_20240826_234752.flac	147626.492599964	147627.259399891	2024/8/26  23:48:18.4926	2024/8/26	23:48:19.2594	0.7668	7443.609	13609.023	7500	Delphinidae	whistles	SA
1954	CESCAB_20240827_001022.flac	CESCAB_20240827_001022.flac	147711.815900087	147713.41960001	2024/8/27  0:10:43.8159	2024/8/27	0:10:45.4196	1.6037	7819.549	14060.15	9375	Delphinidae	whistles	SA
1955	CESCAB_20240827_001022.flac	CESCAB_20240827_001022.flac	147714.297899961	147715.335200071	2024/8/27  0:10:46.2979	2024/8/27	0:10:47.3352	1.0373	5714.286	13458.647	6093.75	Delphinidae	whistles	SA
1956	CESCAB_20240827_001022.flac	CESCAB_20240827_001022.flac	147716.82859993	147718.095000029	2024/8/27  0:10:48.8286	2024/8/27	0:10:50.0950	1.2664	6691.729	14285.714	7500	Delphinidae	whistles	SA
1957	CESCAB_20240827_001022.flac	CESCAB_20240827_001022.flac	147718.775899887	147719.628700018	2024/8/27  0:10:50.7759	2024/8/27	0:10:51.6287	0.8528	6691.729	13007.519	10312.5	Delphinidae	whistles	SA
1958	CESCAB_20240827_001752.flac	CESCAB_20240827_001752.flac	147723.483299971	147724.444200039	2024/8/27  0:17:55.4833	2024/8/27	0:17:56.4442	0.9609	7669.173	14436.09	8437.5	Delphinidae	whistles	SA
1959	CESCAB_20240827_001752.flac	CESCAB_20240827_001752.flac	147738.051199913	147739.792700052	2024/8/27  0:18:10.0512	2024/8/27	0:18:11.7927	1.7415	5639.098	15037.594	6093.75	Delphinidae	whistles	SA
1960	CESCAB_20240827_001752.flac	CESCAB_20240827_001752.flac	147746.403199911	147747.559700012	2024/8/27  0:18:18.4032	2024/8/27	0:18:19.5597	1.1565	7744.361	16390.977	8437.5	Delphinidae	whistles	SA
1961	CESCAB_20240827_004022.flac	CESCAB_20240827_004022.flac	147828.809999943	147829.520999908	2024/8/27  0:40:40.8100	2024/8/27	0:40:41.5210	0.711	8872.18	14962.406	12656.25	Delphinidae	whistles	SA
1962	CESCAB_20240827_004022.flac	CESCAB_20240827_004022.flac	147836.369800091	147837.22480011	2024/8/27  0:40:48.3698	2024/8/27	0:40:49.2248	0.855	8571.429	17293.233	12656.25	Delphinidae	whistles	SA
1963	CESCAB_20240827_004022.flac	CESCAB_20240827_004022.flac	147837.796299934	147838.952800035	2024/8/27  0:40:49.7963	2024/8/27	0:40:50.9528	1.1565	6390.977	16015.038	12656.25	Delphinidae	whistles	SA
1964	CESCAB_20240827_004022.flac	CESCAB_20240827_004022.flac	147839.247900009	147839.855400085	2024/8/27  0:40:51.2479	2024/8/27	0:40:51.8554	0.6075	8270.677	14436.09	12656.25	Delphinidae	whistles	SA
1965	CESCAB_20240827_011022.flac	CESCAB_20240827_011022.flac	147943.465500116	147944.118000031	2024/8/27  1:10:35.4655	2024/8/27	1:10:36.1180	0.6525	8345.865	17518.797	8437.5	Delphinidae	whistles	SA
1966	CESCAB_20240827_012522.flac	CESCAB_20240827_012522.flac	147997.438499928	147998.253000021	2024/8/27  1:25:29.4385	2024/8/27	1:25:30.2530	0.8145	8571.429	15263.158	11250	Delphinidae	whistles	SA
1967	CESCAB_20240827_012522.flac	CESCAB_20240827_012522.flac	148008.46269989	148009.250200033	2024/8/27  1:25:40.4627	2024/8/27	1:25:41.2502	0.7875	8571.429	17293.233	11250	Delphinidae	whistles	SA
1968	CESCAB_20240827_013252.flac	CESCAB_20240827_013252.flac	148027.754199982	148028.208699942	2024/8/27  1:32:59.7542	2024/8/27	1:33:00.2087	0.4545	6466.165	14736.842	11718.75	Delphinidae	whistles	SA
1969	CESCAB_20240827_041752.flac	CESCAB_20240827_041752.flac	148705.993400097	148706.456899881	2024/8/27  4:18:17.9934	2024/8/27	4:18:18.4569	0.4635	5563.91	12932.331	5625	Delphinidae	whistles	SA
1970	CESCAB_20240827_042522.flac	CESCAB_20240827_042522.flac	148729.960400105	148730.576900005	2024/8/27  4:25:41.9604	2024/8/27	4:25:42.5769	0.6165	5789.474	18571.429	6093.75	Delphinidae	whistles	SA
1971	CESCAB_20240827_044022.flac	CESCAB_20240827_044022.flac	148772.864799976	148773.962800026	2024/8/27  4:40:24.8648	2024/8/27	4:40:25.9628	1.098	8045.113	16240.602	11718.75	Delphinidae	whistles	SA
1972	CESCAB_20240827_044022.flac	CESCAB_20240827_044022.flac	148777.436300039	148778.358799934	2024/8/27  4:40:29.4363	2024/8/27	4:40:30.3588	0.9225	8421.053	15488.722	8437.5	Delphinidae	whistles	SA
1973	CESCAB_20240827_044022.flac	CESCAB_20240827_044022.flac	148785.534800053	148786.380800009	2024/8/27  4:40:37.5348	2024/8/27	4:40:38.3808	0.846	9774.436	15338.346	9843.75	Delphinidae	whistles	SA
1974	CESCAB_20240827_044022.flac	CESCAB_20240827_044022.flac	148791.767299891	148792.572799921	2024/8/27  4:40:43.7673	2024/8/27	4:40:44.5728	0.8055	6090.226	16015.038	6093.75	Delphinidae	whistles	SA
1975	CESCAB_20240827_044752.flac	CESCAB_20240827_044752.flac	148803.509900093	148804.27940011	2024/8/27  4:47:55.5099	2024/8/27	4:47:56.2794	0.7695	8571.429	14586.466	9375	Delphinidae	whistles	SA
1976	CESCAB_20240827_044752.flac	CESCAB_20240827_044752.flac	148807.47480011	148808.338799953	2024/8/27  4:47:59.4748	2024/8/27	4:48:00.3388	0.864	7744.361	15338.346	9375	Delphinidae	whistles	SA
1977	CESCAB_20240827_044752.flac	CESCAB_20240827_044752.flac	148810.352900028	148810.901900053	2024/8/27  4:48:02.3529	2024/8/27	4:48:02.9019	0.549	8270.677	14285.714	9375	Delphinidae	whistles	SA
1978	CESCAB_20240827_054752.flac	CESCAB_20240827_054752.flac	149064.312000036	149065.450500011	2024/8/27  5:48:16.3120	2024/8/27	5:48:17.4505	1.1385	6992.481	18947.368	9843.75	Delphinidae	whistles	SA
1979	CESCAB_20240827_063252.flac	CESCAB_20240827_063252.flac	149239.551000118	149240.631000042	2024/8/27  6:33:11.5510	2024/8/27	6:33:12.6310	1.08	6466.165	14135.338	9375	Delphinidae	whistles	SA
1980	CESCAB_20240827_063252.flac	CESCAB_20240827_063252.flac	149244.255800009	149246.028800011	2024/8/27  6:33:16.2558	2024/8/27	6:33:18.0288	1.773	7293.233	15413.534	9375	Delphinidae	whistles	SA
1981	CESCAB_20240827_091022.flac	CESCAB_20240827_091022.flac	149852.194499969	149852.590500116	2024/8/27  9:10:24.1945	2024/8/27	9:10:24.5905	0.396	9699.248	15413.534	12187.5	Delphinidae	whistles	SA
1982	CESCAB_20240827_095522.flac	CESCAB_20240827_095522.flac	150033.693900108	150034.476900101	2024/8/27  9:55:25.6939	2024/8/27	9:55:26.4769	0.783	7142.857	13458.647	10312.5	Delphinidae	whistles	SA
1983	CESCAB_20240827_095522.flac	CESCAB_20240827_095522.flac	150047.189399958	150048.012900114	2024/8/27  9:55:39.1894	2024/8/27	9:55:40.0129	0.8235	7894.737	13233.083	10312.5	Delphinidae	whistles	SA
1984	CESCAB_20240827_100252.flac	CESCAB_20240827_100252.flac	150066.017400026	150067.0704	2024/8/27  10:02:58.0174	2024/8/27	10:02:59.0704	1.053	5488.722	13308.271	5625	Delphinidae	whistles	SA
1985	CESCAB_20240827_100252.flac	CESCAB_20240827_100252.flac	150083.154599905	150084.018599987	2024/8/27  10:03:15.1546	2024/8/27	10:03:16.0186	0.864	7744.361	13233.083	10312.5	Delphinidae	whistles	SA
1986	CESCAB_20240827_100252.flac	CESCAB_20240827_100252.flac	150087.080300093	150088.133300066	2024/8/27  10:03:19.0803	2024/8/27	10:03:20.1333	1.053	5639.098	12932.331	6093.75	Delphinidae	whistles	SA
1987	CESCAB_20240827_101022.flac	CESCAB_20240827_101022.flac	150099.565000057	150100.370500088	2024/8/27  10:10:31.5650	2024/8/27	10:10:32.3705	0.8055	8045.113	13082.707	12656.25	Delphinidae	whistles	SA
1988	CESCAB_20240827_110252.flac	CESCAB_20240827_110252.flac	150311.068500042	150311.860500097	2024/8/27  11:03:03.0685	2024/8/27	11:03:03.8605	0.792	8571.429	14511.278	10781.25	Delphinidae	whistles	SA
1989	CESCAB_20240827_110252.flac	CESCAB_20240827_110252.flac	150312.673799992	150313.49729991	2024/8/27  11:03:04.6738	2024/8/27	11:03:05.4973	0.8235	9172.932	14812.03	10781.25	Delphinidae	whistles	SA
1990	CESCAB_20240827_111752.flac	CESCAB_20240827_111752.flac	150372.358799934	150372.903300047	2024/8/27  11:18:04.3588	2024/8/27	11:18:04.9033	0.5445	8947.368	14661.654	9843.75	Delphinidae	whistles	SA
1991	CESCAB_20240827_111752.flac	CESCAB_20240827_111752.flac	150373.330800056	150376.503299952	2024/8/27  11:18:05.3308	2024/8/27	11:18:08.5033	3.1725	7969.925	14436.09	9843.75	Delphinidae	whistles	SA
1992	CESCAB_20240827_111752.flac	CESCAB_20240827_111752.flac	150387.798300028	150388.563299894	2024/8/27  11:18:19.7983	2024/8/27	11:18:20.5633	0.765	9398.496	18421.053	9843.75	Delphinidae	whistles	SA
1993	CESCAB_20240827_150252.flac	CESCAB_20240827_150252.flac	151264.663500071	151265.140500069	2024/8/27  15:02:56.6635	2024/8/27	15:02:57.1405	0.477	7669.173	13233.083	7968.75	Delphinidae	whistles	SA
1994	CESCAB_20240827_150252.flac	CESCAB_20240827_150252.flac	151283.275500059	151284.355499983	2024/8/27  15:03:15.2755	2024/8/27	15:03:16.3555	1.08	6090.226	12180.451	6562.5	Delphinidae	whistles	SA
1995	CESCAB_20240827_150252.flac	CESCAB_20240827_150252.flac	151289.421299934	151289.965800047	2024/8/27  15:03:21.4213	2024/8/27	15:03:21.9658	0.5445	5864.662	12556.391	6093.75	Delphinidae	whistles	SA
1996	CESCAB_20240827_155522.flac	CESCAB_20240827_155522.flac	151491.028399944	151491.437900066	2024/8/27  15:55:43.0284	2024/8/27	15:55:43.4379	0.4095	10526.316	16390.977	15937.5	Delphinidae	whistles	SA
1997	CESCAB_20240827_210252.flac	CESCAB_20240827_210252.flac	152703.0618999	152703.691900015	2024/8/27  21:02:55.0619	2024/8/27	21:02:55.6919	0.63	8496.241	15037.594	14531.25	Delphinidae	whistles	SA
1998	CESCAB_20240827_210252.flac	CESCAB_20240827_210252.flac	152706.618000031	152707.451699972	2024/8/27  21:02:58.6180	2024/8/27	21:02:59.4517	0.8337	8195.489	13759.398	8906.25	Delphinidae	whistles	SA
1999	CESCAB_20240827_215522.flac	CESCAB_20240827_215522.flac	152931.099600077	152931.850500107	2024/8/27  21:55:43.0996	2024/8/27	21:55:43.8505	0.7509	10375.94	19022.556	14531.25	Delphinidae	whistles	SA
2000	CESCAB_20240827_234022.flac	CESCAB_20240827_234022.flac	153341.983299971	153342.454299927	2024/8/27  23:40:33.9833	2024/8/27	23:40:34.4543	0.471	11729.323	19097.744	12656.25	Delphinidae	whistles	SA
2001	CESCAB_20240827_234752.flac	CESCAB_20240827_234752.flac	153380.673000097	153380.908499956	2024/8/27  23:48:12.6730	2024/8/27	23:48:12.9085	0.2355	11503.759	14736.842	11718.75	Delphinidae	whistles	SA
2002	CESCAB_20240828_003252.flac	CESCAB_20240828_003252.flac	153552.53730011	153553.153800011	2024/8/28  0:33:04.5373	2024/8/28	0:33:05.1538	0.6165	4962.406	10225.564	5156.25	Delphinidae	whistles	SA
2003	CESCAB_20240828_005522.flac	CESCAB_20240828_005522.flac	153636.285000086	153637.162499905	2024/8/28  0:55:28.2850	2024/8/28	0:55:29.1625	0.8775	8045.113	16691.729	11718.75	Delphinidae	whistles	SA
2004	CESCAB_20240828_005522.flac	CESCAB_20240828_005522.flac	153638.856300116	153639.769799948	2024/8/28  0:55:30.8563	2024/8/28	0:55:31.7698	0.9135	7819.549	20827.068	20625	Delphinidae	whistles	SA
2005	CESCAB_20240828_005522.flac	CESCAB_20240828_005522.flac	153655.126199961	153656.251199961	2024/8/28  0:55:47.1262	2024/8/28	0:55:48.2512	1.125	8421.053	22180.451	21562.5	Delphinidae	whistles	SA
2006	CESCAB_20240828_005522.flac	CESCAB_20240828_005522.flac	153656.287199974	153657.281699896	2024/8/28  0:55:48.2872	2024/8/28	0:55:49.2817	0.9945	7669.173	24736.842	21562.5	Delphinidae	whistles	SA
2007	CESCAB_20240828_005522.flac	CESCAB_20240828_005522.flac	153658.691499949	153659.52850008	2024/8/28  0:55:50.6915	2024/8/28	0:55:51.5285	0.837	7669.173	19398.496	19218.75	Delphinidae	whistles	SA
2008	CESCAB_20240828_010252.flac	CESCAB_20240828_010252.flac	153677.627500057	153678.635499954	2024/8/28  1:03:09.6275	2024/8/28	1:03:10.6355	1.008	6766.917	15939.85	15000	Delphinidae	whistles	SA
2009	CESCAB_20240828_020252_surface.flac	CESCAB_20240828_020252_surface.flac	153900.034499884	153901.226999998	2024/8/28  2:02:52.0345	2024/8/28	2:02:53.2270	1.1925	6315.789	18421.053	15000	Delphinidae	whistles	SA
2010	CESCAB_20240828_093252_surface_glider_noise.flac	CESCAB_20240828_093252_surface_glider_noise.flac	155700.817500114	155701.438499928	2024/8/28  9:32:52.8175	2024/8/28	9:32:53.4385	0.621	9774.436	16390.977	9843.75	Delphinidae	whistles	SA
2011	CESCAB_20240828_093252_surface_glider_noise.flac	CESCAB_20240828_093252_surface_glider_noise.flac	155707.992199898	155708.923700094	2024/8/28  9:32:59.9922	2024/8/28	9:33:00.9237	0.9315	6992.481	16315.789	7031.25	Delphinidae	whistles	SA
2012	CESCAB_20240828_093252_surface_glider_noise.flac	CESCAB_20240828_093252_surface_glider_noise.flac	155716.510699987	155717.487200022	2024/8/28  9:33:08.5107	2024/8/28	9:33:09.4872	0.9765	9172.932	15488.722	9843.75	Delphinidae	whistles	SA
2013	CESCAB_20240828_094752.flac	CESCAB_20240828_094752.flac	155760.34800005	155761.157999992	2024/8/28  9:47:52.3480	2024/8/28	9:47:53.1580	0.81	8045.113	17293.233	14531.25	Delphinidae	whistles	SA
2014	CESCAB_20240828_095522.flac	CESCAB_20240828_095522.flac	155805.779999971	155806.545000076	2024/8/28  9:55:37.7800	2024/8/28	9:55:38.5450	0.765	8872.18	16616.541	15000	Delphinidae	whistles	SA
2015	CESCAB_20240828_095522.flac	CESCAB_20240828_095522.flac	155819.058500051	155819.859499931	2024/8/28  9:55:51.0585	2024/8/28	9:55:51.8595	0.801	9774.436	14135.338	10781.25	Delphinidae	whistles	SA
2016	CESCAB_20240828_100252.flac	CESCAB_20240828_100252.flac	155820.120500088	155820.457999945	2024/8/28  10:02:52.1205	2024/8/28	10:02:52.4580	0.3375	9849.624	13233.083	11250	Delphinidae	whistles	SA
