Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	End Date	End Clock Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Species	Signal Type	annotator
639	CESCAB_20240811_094752.flac	CESCAB_20240811_094752.flac	57868.122200012	57868.79489994	2024/8/11  9:48:20.1222	2024/8/11	9:48:20.7949	0.6727	7443.229	19352.396	7968.75	Delphinidae	whistles	SA
640	CESCAB_20240811_101752.flac	CESCAB_20240811_101752.flac	57988.48119998	57989.565700054	2024/8/11  10:18:20.4812	2024/8/11	10:18:21.5657	1.0845	6379.911	16587.768	6562.5	Delphinidae	whistles	SA
641	CESCAB_20240811_102522.flac	CESCAB_20240811_102522.flac	58007.007699966	58007.534199953	2024/8/11  10:25:39.0077	2024/8/11	10:25:39.5342	0.5265	7655.893	21798.029	8906.25	Delphinidae	whistles	SA
642	CESCAB_20240811_102522.flac	CESCAB_20240811_102522.flac	58008.337500095	58008.708800077	2024/8/11  10:25:40.3375	2024/8/11	10:25:40.7088	0.3713	8081.22	18820.737	8906.25	Delphinidae	whistles	SA
643	CESCAB_20240811_191022.flac	CESCAB_20240811_191022.flac	60091.22149992	60092.009000063	2024/8/11  19:10:23.2215	2024/8/11	19:10:24.0090	0.7875	6060.915	20734.71	6093.75	Delphinidae	whistles	SA
644	CESCAB_20240811_191752.flac	CESCAB_20240811_191752.flac	60133.248899937	60134.119600058	2024/8/11  19:18:05.2489	2024/8/11	19:18:06.1196	0.8707	9144.539	20415.715	9375	Delphinidae	whistles	SA
645	CESCAB_20240811_191752.flac	CESCAB_20240811_191752.flac	60135.472199917	60135.818700075	2024/8/11  19:18:07.4722	2024/8/11	19:18:07.8187	0.3465	9144.539	19033.401	9375	Delphinidae	whistles	SA
646	CESCAB_20240811_192522.flac	CESCAB_20240811_192522.flac	60162.907799959	60163.84829998	2024/8/11  19:25:34.9078	2024/8/11	19:25:35.8483	0.9405	6911.57	18289.078	7031.25	Delphinidae	whistles	SA
647	CESCAB_20240811_202522.flac	CESCAB_20240811_202522.flac	60415.444400072	60416.171099901	2024/8/11  20:25:47.4444	2024/8/11	20:25:48.1711	0.7267	5848.252	20628.378	6562.5	Delphinidae	whistles	SA
648	CESCAB_20240811_221022.flac	CESCAB_20240811_221022.flac	60821.984999895	60822.610500097	2024/8/11  22:10:33.9850	2024/8/11	22:10:34.6105	0.6255	9038.207	13716.808	12187.5	Delphinidae	whistles	SA
649	CESCAB_20240811_222522.flac	CESCAB_20240811_222522.flac	60870.700400114	60871.994199991	2024/8/11  22:25:22.7004	2024/8/11	22:25:23.9942	1.2938	6167.247	23712.002	6562.5	Delphinidae	whistles	SA
650	CESCAB_20240811_222522.flac	CESCAB_20240811_222522.flac	60876.905299902	60877.49029994	2024/8/11  22:25:28.9053	2024/8/11	22:25:29.4903	0.585	10101.525	17863.75	17343.75	Delphinidae	whistles	SA
651	CESCAB_20240811_222522.flac	CESCAB_20240811_222522.flac	60886.530800104	60887.612999916	2024/8/11  22:25:38.5308	2024/8/11	22:25:39.6130	1.0822	8081.22	21266.369	17343.75	Delphinidae	whistles	SA
652	CESCAB_20240811_223252.flac	CESCAB_20240811_223252.flac	60905.293499947	60906.256500006	2024/8/11  22:32:57.2935	2024/8/11	22:32:58.2565	0.963	7762.225	13929.472	7968.75	Delphinidae	whistles	SA
653	CESCAB_20240811_223252.flac	CESCAB_20240811_223252.flac	60913.978499889	60914.876199961	2024/8/11  22:33:05.9785	2024/8/11	22:33:06.8762	0.8977	8081.22	12972.485	8906.25	Delphinidae	whistles	SA
654	CESCAB_20240811_223252.flac	CESCAB_20240811_223252.flac	60918.289499998	60919.281699896	2024/8/11  22:33:10.2895	2024/8/11	22:33:11.2817	0.9922	7124.234	22755.015	17343.75	Delphinidae	whistles	SA
655	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60933.324300051	60933.938499927	2024/8/11  22:40:25.3243	2024/8/11	22:40:25.9385	0.6142	7017.902	18927.069	7031.25	Delphinidae	whistles	SA
656	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60939.426300049	60940.040600061	2024/8/11  22:40:31.4263	2024/8/11	22:40:32.0406	0.6143	7443.229	19990.387	17343.75	Delphinidae	whistles	SA
657	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60945.460799933	60946.536299944	2024/8/11  22:40:37.4608	2024/8/11	22:40:38.5363	1.0755	7230.566	25094.316	7500	Delphinidae	whistles	SA
658	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60950.829900026	60951.788399935	2024/8/11  22:40:42.8299	2024/8/11	22:40:43.7884	0.9585	6592.575	20841.042	7031.25	Delphinidae	whistles	SA
659	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60955.15440011	60955.962199926	2024/8/11  22:40:47.1544	2024/8/11	22:40:47.9622	0.8078	6379.911	17863.75	6562.5	Delphinidae	whistles	SA
660	CESCAB_20240811_224022.flac	CESCAB_20240811_224022.flac	60958.236900091	60959.388900042	2024/8/11  22:40:50.2369	2024/8/11	22:40:51.3889	1.152	6592.575	23712.002	7031.25	Delphinidae	whistles	SA
661	CESCAB_20240811_224752.flac	CESCAB_20240811_224752.flac	60961.2572999	60962.416100025	2024/8/11  22:47:53.2573	2024/8/11	22:47:54.4161	1.1588	6273.579	23499.338	6562.5	Delphinidae	whistles	SA
662	CESCAB_20240811_224752.flac	CESCAB_20240811_224752.flac	60987.241699934	60988.344199896	2024/8/11  22:48:19.2417	2024/8/11	22:48:20.3442	1.1025	5210.26	19139.732	5625	Delphinidae	whistles	SA
663	CESCAB_20240811_225522.flac	CESCAB_20240811_225522.flac	60996.921200037	60997.4454	2024/8/11  22:55:28.9212	2024/8/11	22:55:29.4454	0.5242	8081.22	16268.773	8437.5	Delphinidae	whistles	SA
664	CESCAB_20240811_225522.flac	CESCAB_20240811_225522.flac	61000.944200039	61001.56520009	2024/8/11  22:55:32.9442	2024/8/11	22:55:33.5652	0.621	8825.543	17863.75	17343.75	Delphinidae	whistles	SA
665	CESCAB_20240811_225522.flac	CESCAB_20240811_225522.flac	61009.78670001	61010.646199942	2024/8/11  22:55:41.7867	2024/8/11	22:55:42.6462	0.8595	6167.247	19990.387	7031.25	Delphinidae	whistles	SA
666	CESCAB_20240811_225522.flac	CESCAB_20240811_225522.flac	61014.048500061	61014.460200071	2024/8/11  22:55:46.0485	2024/8/11	22:55:46.4602	0.4117	8825.543	15311.786	8906.25	Delphinidae	whistles	SA
667	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61056.339400053	61056.960400105	2024/8/11  23:10:28.3394	2024/8/11	23:10:28.9604	0.621	9357.203	14780.127	10781.25	Delphinidae	whistles	SA
668	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61063.087500095	61063.730999947	2024/8/11  23:10:35.0875	2024/8/11	23:10:35.7310	0.6435	11271.176	20734.71	17343.75	Delphinidae	whistles	SA
669	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61066.942500114	61067.318200111	2024/8/11  23:10:38.9425	2024/8/11	23:10:39.3182	0.3757	8400.216	16162.441	10781.25	Delphinidae	whistles	SA
670	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61069.934999943	61070.204999924	2024/8/11  23:10:41.9350	2024/8/11	23:10:42.2050	0.27	11590.171	18289.078	17343.75	Delphinidae	whistles	SA
671	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61070.502000093	61070.996999979	2024/8/11  23:10:42.5020	2024/8/11	23:10:42.9970	0.495	10101.525	16906.764	16406.25	Delphinidae	whistles	SA
672	CESCAB_20240811_231022.flac	CESCAB_20240811_231022.flac	61073.899600029	61075.310300112	2024/8/11  23:10:45.8996	2024/8/11	23:10:47.3103	1.4107	6486.243	19990.387	6562.5	Delphinidae	whistles	SA
673	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61080.993799925	61081.96359992	2024/8/11  23:17:52.9938	2024/8/11	23:17:53.9636	0.9698	7443.229	19246.064	17343.75	Delphinidae	whistles	SA
674	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61089.692300081	61090.603600025	2024/8/11  23:18:01.6923	2024/8/11	23:18:02.6036	0.9113	6167.247	19033.401	17343.75	Delphinidae	whistles	SA
675	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61091.296999931	61092.291500092	2024/8/11  23:18:03.2970	2024/8/11	23:18:04.2915	0.9945	8081.22	14461.131	11718.75	Delphinidae	whistles	SA
676	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61095.00270009	61095.432499886	2024/8/11  23:18:07.0027	2024/8/11	23:18:07.4325	0.4298	8187.552	19777.724	17343.75	Delphinidae	whistles	SA
677	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61101.392299891	61102.130300045	2024/8/11  23:18:13.3923	2024/8/11	23:18:14.1303	0.738	9569.866	13929.472	11718.75	Delphinidae	whistles	SA
678	CESCAB_20240811_232522.flac	CESCAB_20240811_232522.flac	61112.088900089	61113.20720005	2024/8/11  23:25:24.0889	2024/8/11	23:25:25.2072	1.1183	8400.216	14354.799	8437.5	Delphinidae	whistles	SA
679	CESCAB_20240811_232522.flac	CESCAB_20240811_232522.flac	61130.998399973	61132.2427001	2024/8/11  23:25:42.9984	2024/8/11	23:25:44.2427	1.2443	7549.561	14354.799	7968.75	Delphinidae	whistles	SA
680	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61148.156199932	61149.166500092	2024/8/11  23:33:00.1562	2024/8/11	23:33:01.1665	1.0103	8293.884	14354.799	13125	Delphinidae	whistles	SA
681	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61153.012399912	61153.703099966	2024/8/11  23:33:05.0124	2024/8/11	23:33:05.7031	0.6907	8187.552	14673.795	13125	Delphinidae	whistles	SA
682	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61159.198800087	61160.049299955	2024/8/11  23:33:11.1988	2024/8/11	23:33:12.0493	0.8505	8506.548	14035.804	13125	Delphinidae	whistles	SA
683	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61168.210599899	61169.180399895	2024/8/11  23:33:20.2106	2024/8/11	23:33:21.1804	0.9698	7762.225	14142.136	7968.75	Delphinidae	whistles	SA
684	CESCAB_20240811_234022.flac	CESCAB_20240811_234022.flac	61181.292099953	61182.315799952	2024/8/11  23:40:33.2921	2024/8/11	23:40:34.3158	1.0237	8719.211	14248.467	8906.25	Delphinidae	whistles	SA
685	CESCAB_20240811_234022.flac	CESCAB_20240811_234022.flac	61195.766599894	61196.803900003	2024/8/11  23:40:47.7666	2024/8/11	23:40:48.8039	1.0373	6379.911	20628.378	7031.25	Delphinidae	whistles	SA
686	CESCAB_20240811_234752.flac	CESCAB_20240811_234752.flac	61206.771399975	61207.599400044	2024/8/11  23:47:58.7714	2024/8/11	23:47:59.5994	0.828	8825.543	14248.467	9375	Delphinidae	whistles	SA
687	CESCAB_20240811_234752.flac	CESCAB_20240811_234752.flac	61210.356600046	61211.081099987	2024/8/11  23:48:02.3566	2024/8/11	23:48:03.0811	0.7245	9038.207	14142.136	9375	Delphinidae	whistles	SA
688	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61230.279000044	61231.210500002	2024/8/11  23:55:22.2790	2024/8/11	23:55:23.2105	0.9315	8719.211	14142.136	10312.5	Delphinidae	whistles	SA
689	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61230.350199938	61231.211999893	2024/8/11  23:55:22.3502	2024/8/11	23:55:23.2120	0.8618	7336.897	18714.405	17343.75	Delphinidae	whistles	SA
690	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61237.806200028	61238.721999884	2024/8/11  23:55:29.8062	2024/8/11	23:55:30.7220	0.9158	6911.57	23393.006	22968.75	Delphinidae	whistles	SA
691	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61237.905499935	61238.724499941	2024/8/11  23:55:29.9055	2024/8/11	23:55:30.7245	0.819	7443.229	20841.042	17343.75	Delphinidae	whistles	SA
692	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61242.967999935	61243.948999882	2024/8/11  23:55:34.9680	2024/8/11	23:55:35.9490	0.981	6167.247	16587.768	6562.5	Delphinidae	whistles	SA
693	CESCAB_20240811_235522.flac	CESCAB_20240811_235522.flac	61243.194999933	61243.840699911	2024/8/11  23:55:35.1950	2024/8/11	23:55:35.8407	0.6457	9995.194	14142.136	10312.5	Delphinidae	whistles	SA
694	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61260.059000015	61261.165999889	2024/8/12  0:02:52.0590	2024/8/12	0:02:53.1660	1.107	3402.619	19990.387	4218.75	Delphinidae	whistles	SA
695	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61260.07220006	61261.152199984	2024/8/12  0:02:52.0722	2024/8/12	0:02:53.1522	1.08	4572.269	21053.706	7031.25	Delphinidae	whistles	SA
696	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61271.786000013	61272.893699884	2024/8/12  0:03:03.7860	2024/8/12	0:03:04.8937	1.1077	5954.583	20096.719	7031.25	Delphinidae	whistles	SA
697	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61271.805999994	61272.883699894	2024/8/12  0:03:03.8060	2024/8/12	0:03:04.8837	1.0777	6273.579	19884.055	7031.25	Delphinidae	whistles	SA
698	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61282.322000027	61283.232000112	2024/8/12  0:03:14.3220	2024/8/12	0:03:15.2320	0.91	5954.583	17438.423	7031.25	Delphinidae	whistles	SA
699	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61282.325999975	61283.234999895	2024/8/12  0:03:14.3260	2024/8/12	0:03:15.2350	0.909	6273.579	17544.755	7031.25	Delphinidae	whistles	SA
700	CESCAB_20240812_031752.flac	CESCAB_20240812_031752.flac	62061.555599928	62062.165400028	2024/8/12  3:18:13.5556	2024/8/12	3:18:14.1654	0.6098	9463.534	17863.75	14062.5	Delphinidae	whistles	SA
701	CESCAB_20240812_034022.flac	CESCAB_20240812_034022.flac	62152.334500074	62153.572000027	2024/8/12  3:40:44.3345	2024/8/12	3:40:45.5720	1.2375	5741.92	19246.064	7031.25	Delphinidae	whistles	SA
702	CESCAB_20240812_034022.flac	CESCAB_20240812_034022.flac	62157.937000036	62158.821199894	2024/8/12  3:40:49.9370	2024/8/12	3:40:50.8212	0.8842	5954.583	20096.719	7031.25	Delphinidae	whistles	SA
703	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62160.457000017	62160.951999903	2024/8/12  3:47:52.4570	2024/8/12	3:47:52.9520	0.495	5848.252	19139.732	6093.75	Delphinidae	whistles	SA
704	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62169.189199924	62169.783200026	2024/8/12  3:48:01.1892	2024/8/12	3:48:01.7832	0.594	8081.22	19990.387	8437.5	Delphinidae	whistles	SA
705	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62170.433500051	62171.000499964	2024/8/12  3:48:02.4335	2024/8/12	3:48:03.0005	0.567	7230.566	15949.777	7500	Delphinidae	whistles	SA
706	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62173.983999968	62174.683700085	2024/8/12  3:48:05.9840	2024/8/12	3:48:06.6837	0.6997	4359.606	17332.091	4687.5	Delphinidae	whistles	SA
707	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62177.325200081	62178.056499958	2024/8/12  3:48:09.3252	2024/8/12	3:48:10.0565	0.7313	5529.256	13823.14	5625	Delphinidae	whistles	SA
708	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62180.722700119	62181.471999884	2024/8/12  3:48:12.7227	2024/8/12	3:48:13.4720	0.7493	4359.606	16162.441	4687.5	Delphinidae	whistles	SA
709	CESCAB_20240812_034752.flac	CESCAB_20240812_034752.flac	62183.038000107	62183.764699936	2024/8/12  3:48:15.0380	2024/8/12	3:48:15.7647	0.7267	7443.229	19033.401	8437.5	Delphinidae	whistles	SA
710	CESCAB_20240812_040252.flac	CESCAB_20240812_040252.flac	62233.628200054	62234.229000092	2024/8/12  4:03:05.6282	2024/8/12	4:03:06.2290	0.6008	11164.844	21160.038	20625	Delphinidae	whistles	SA
711	CESCAB_20240812_045522.flac	CESCAB_20240812_045522.flac	62437.867899895	62438.729599953	2024/8/12  4:55:29.8679	2024/8/12	4:55:30.7296	0.8617	7655.893	20841.042	7968.75	Delphinidae	whistles	SA
712	CESCAB_20240812_092522.flac	CESCAB_20240812_093252_surface.flac	63539.393199921	63540.003000021	2024/8/12  9:25:51.3932	2024/8/12	9:32:52.0030	0.6098	6486.243	20947.374	7968.75	Delphinidae	whistles	SA
713	CESCAB_20240812_150252.flac	CESCAB_20240812_150252.flac	64860.924000025	64862.193000078	2024/8/12  15:02:52.9240	2024/8/12	15:02:54.1930	1.269	6379.911	19246.064	17343.75	Delphinidae	whistles	SA
714	CESCAB_20240812_151022.flac	CESCAB_20240812_151022.flac	64895.578500032	64897.625999927	2024/8/12  15:10:27.5785	2024/8/12	15:10:29.6260	2.0475	6273.579	18501.741	17812.5	Delphinidae	whistles	SA
715	CESCAB_20240812_151022.flac	CESCAB_20240812_151022.flac	64900.058300018	64900.732899904	2024/8/12  15:10:32.0583	2024/8/12	15:10:32.7329	0.6746	9357.203	18608.073	16406.25	Delphinidae	whistles	SA
716	CESCAB_20240812_151022.flac	CESCAB_20240812_151022.flac	64909.021899939	64909.569299936	2024/8/12  15:10:41.0219	2024/8/12	15:10:41.5693	0.5474	8293.884	18714.405	8437.5	Delphinidae	whistles	SA
717	CESCAB_20240812_151022.flac	CESCAB_20240812_151022.flac	64913.325700045	64913.741899967	2024/8/12  15:10:45.3257	2024/8/12	15:10:45.7419	0.4162	6698.906	22436.02	7968.75	Delphinidae	whistles	SA
718	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64920.109400034	64920.856400013	2024/8/12  15:17:52.1094	2024/8/12	15:17:52.8564	0.747	6060.915	22648.683	6093.75	Delphinidae	whistles	SA
719	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64921.286200047	64921.69569993	2024/8/12  15:17:53.2862	2024/8/12	15:17:53.6957	0.4095	8187.552	19671.392	8437.5	Delphinidae	whistles	SA
720	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64922.243900061	64922.714099884	2024/8/12  15:17:54.2439	2024/8/12	15:17:54.7141	0.4702	7655.893	23712.002	7968.75	Delphinidae	whistles	SA
721	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64923.422600031	64924.545399904	2024/8/12  15:17:55.4226	2024/8/12	15:17:56.5454	1.1228	5103.929	18076.414	5625	Delphinidae	whistles	SA
722	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64925.249599934	64925.920099974	2024/8/12  15:17:57.2496	2024/8/12	15:17:57.9201	0.6705	5848.252	15205.454	6093.75	Delphinidae	whistles	SA
723	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64926.626399994	64927.299200058	2024/8/12  15:17:58.6264	2024/8/12	15:17:59.2992	0.6728	6486.243	19139.732	14062.5	Delphinidae	whistles	SA
724	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64928.030299902	64928.69630003	2024/8/12  15:18:00.0303	2024/8/12	15:18:00.6963	0.666	5210.26	20415.715	5625	Delphinidae	whistles	SA
725	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64932.195199966	64932.877000093	2024/8/12  15:18:04.1952	2024/8/12	15:18:04.8770	0.6818	6379.911	19671.392	14062.5	Delphinidae	whistles	SA
726	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64935.256000042	64936.072700024	2024/8/12  15:18:07.2560	2024/8/12	15:18:08.0727	0.8167	4146.942	21585.365	4218.75	Delphinidae	whistles	SA
727	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64936.10649991	64936.398999929	2024/8/12  15:18:08.1065	2024/8/12	15:18:08.3990	0.2925	5529.256	16694.1	5625	Delphinidae	whistles	SA
728	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64938.025700092	64939.119199991	2024/8/12  15:18:10.0257	2024/8/12	15:18:11.1192	1.0935	6167.247	21585.365	17343.75	Delphinidae	whistles	SA
729	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64940.202899933	64940.736099958	2024/8/12  15:18:12.2029	2024/8/12	15:18:12.7361	0.5332	6167.247	16906.764	7031.25	Delphinidae	whistles	SA
730	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64943.219500065	64944.618999958	2024/8/12  15:18:15.2195	2024/8/12	15:18:16.6190	1.3995	4146.942	21691.697	4218.75	Delphinidae	whistles	SA
731	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64944.976799965	64945.302999973	2024/8/12  15:18:16.9768	2024/8/12	15:18:17.3030	0.3262	8506.548	20096.719	13593.75	Delphinidae	whistles	SA
732	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64946.02579999	64949.24029994	2024/8/12  15:18:18.0258	2024/8/12	15:18:21.2403	3.2145	3721.615	23818.334	6093.75	Delphinidae	whistles	SA
733	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64950.024199963	64951.396699905	2024/8/12  15:25:22.0242	2024/8/12	15:25:23.3967	1.3725	3615.283	24881.652	4218.75	Delphinidae	whistles	SA
734	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64951.371799946	64953.077300072	2024/8/12  15:25:23.3718	2024/8/12	15:25:25.0773	1.7055	3083.624	37003.483	4218.75	Delphinidae	whistles	SA
735	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64952.34100008	64953.661799908	2024/8/12  15:25:24.3410	2024/8/12	15:25:25.6618	1.3208	4359.606	25732.307	12656.25	Delphinidae	whistles	SA
736	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64954.268899918	64956.439100027	2024/8/12  15:25:26.2689	2024/8/12	15:25:28.4391	2.1702	5741.92	24030.997	12656.25	Delphinidae	whistles	SA
737	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64956.191400051	64956.834199905	2024/8/12  15:25:28.1914	2024/8/12	15:25:28.8342	0.6428	8719.211	21160.038	12656.25	Delphinidae	whistles	SA
738	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64957.241499901	64958.049700022	2024/8/12  15:25:29.2415	2024/8/12	15:25:30.0497	0.8082	5103.929	23712.002	12656.25	Delphinidae	whistles	SA
739	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64957.594700098	64958.09739995	2024/8/12  15:25:29.5947	2024/8/12	15:25:30.0974	0.5027	6805.238	17438.423	12656.25	Delphinidae	whistles	SA
740	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64957.837100029	64959.564899921	2024/8/12  15:25:29.8371	2024/8/12	15:25:31.5649	1.7278	4891.265	22542.352	12656.25	Delphinidae	whistles	SA
741	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64959.590399981	64959.857700109	2024/8/12  15:25:31.5904	2024/8/12	15:25:31.8577	0.2673	8612.88	18182.746	12656.25	Delphinidae	whistles	SA
742	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64960.189599991	64961.16960001	2024/8/12  15:25:32.1896	2024/8/12	15:25:33.1696	0.98	6592.575	20415.715	12656.25	Delphinidae	whistles	SA
743	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64961.268300057	64962.92930007	2024/8/12  15:25:33.2683	2024/8/12	15:25:34.9293	1.661	4572.269	24456.325	12656.25	Delphinidae	whistles	SA
744	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64963.200900078	64964.445100069	2024/8/12  15:25:35.2009	2024/8/12	15:25:36.4451	1.2442	5529.256	21904.36	12656.25	Delphinidae	whistles	SA
745	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64964.636100054	64965.138900042	2024/8/12  15:25:36.6361	2024/8/12	15:25:37.1389	0.5028	6379.911	19990.387	12656.25	Delphinidae	whistles	SA
746	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64965.403000116	64965.997999907	2024/8/12  15:25:37.4030	2024/8/12	15:25:37.9980	0.595	8825.543	14461.131	12656.25	Delphinidae	whistles	SA
747	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64966.637099981	64967.478600025	2024/8/12  15:25:38.6371	2024/8/12	15:25:39.4786	0.8415	5954.583	18289.078	12656.25	Delphinidae	whistles	SA
748	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64967.168100119	64968.041100025	2024/8/12  15:25:39.1681	2024/8/12	15:25:40.0411	0.873	9463.534	23393.006	12656.25	Delphinidae	whistles	SA
749	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64967.802599907	64968.954600096	2024/8/12  15:25:39.8026	2024/8/12	15:25:40.9546	1.152	7443.229	19990.387	12656.25	Delphinidae	whistles	SA
750	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64968.576600075	64970.771899939	2024/8/12  15:25:40.5766	2024/8/12	15:25:42.7719	2.1953	5848.252	17438.423	12656.25	Delphinidae	whistles	SA
751	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64971.320899963	64974.754400015	2024/8/12  15:25:43.3209	2024/8/12	15:25:46.7544	3.4335	5210.26	17225.759	12656.25	Delphinidae	whistles	SA
752	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64975.141000032	64977.053499937	2024/8/12  15:25:47.1410	2024/8/12	15:25:49.0535	1.9125	5210.26	17544.755	12656.25	Delphinidae	whistles	SA
753	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64977.271300077	64979.062299967	2024/8/12  15:25:49.2713	2024/8/12	15:25:51.0623	1.791	4359.606	22117.024	12656.25	Delphinidae	whistles	SA
754	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64979.111799955	64979.975800037	2024/8/12  15:25:51.1118	2024/8/12	15:25:51.9758	0.864	8187.552	16162.441	12656.25	Delphinidae	whistles	SA
755	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64981.708300114	64983.062799931	2024/8/12  15:32:53.7083	2024/8/12	15:32:55.0628	1.3545	6060.915	15949.777	6562.5	Delphinidae	whistles	SA
756	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64983.238600016	64984.674099922	2024/8/12  15:32:55.2386	2024/8/12	15:32:56.6741	1.4355	5529.256	18182.746	5625	Delphinidae	whistles	SA
757	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64984.817100048	64986.585599899	2024/8/12  15:32:56.8171	2024/8/12	15:32:58.5856	1.7685	6167.247	18289.078	6562.5	Delphinidae	whistles	SA
758	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64986.779299974	64988.05279994	2024/8/12  15:32:58.7793	2024/8/12	15:33:00.0528	1.2735	6060.915	20841.042	6562.5	Delphinidae	whistles	SA
759	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64988.290800095	64989.163800001	2024/8/12  15:33:00.2908	2024/8/12	15:33:01.1638	0.873	6805.238	17863.75	9375	Delphinidae	whistles	SA
760	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64990.266499996	64991.742500067	2024/8/12  15:33:02.2665	2024/8/12	15:33:03.7425	1.476	6592.575	19565.06	9375	Delphinidae	whistles	SA
